"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL206783";"";"0";"443.91";"0";"4.01";"14";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC[C@@H]1C(N)=O";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"18.24";"0.36";"4.09";"8.67";"False";"CHEMBL853149";"Inhibition of EGFR in presence of 2 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL88462";"";"0";"370.45";"1";"5.06";"4h";"COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679949";"Evaluated for inhibitory activity towards tyrosine kinase Epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133768";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None"
"CHEMBL131715";"";"0";"605.09";"2";"6.56";"26";"CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"8.52";"0.16";"-1.41";"6.63";"False";"CHEMBL677890";"Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1994";"None"
"CHEMBL206003";"";"0";"459.91";"0";"4.85";"8u";"NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"16.69";"0.32";"2.83";"8.93";"False";"CHEMBL861550";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147004";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL381604";"GW799251X";"0";"446.87";"0";"4.36";"8p";"Nc1nccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"16.77";"0.32";"3.13";"7.58";"False";"CHEMBL861550";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147004";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL208358";"";"0";"522.99";"2";"5.36";"8g";"CS(=O)(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"13.31";"0.26";"1.60";"7.47";"False";"CHEMBL861550";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147004";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL308133";"";"0";"208.17";"0";"0.94";"61";"O=C(O)C(=Cc1ccc(O)cc1)C(=O)O";"IC50";"'='";"1500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL674643";"Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124610";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None"
"CHEMBL78184";"";"0";"191.16";"0";"1.82";"28";"N#C/C(=C\c1ccc(F)cc1)C(=O)O";"IC50";"'='";"833000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL674643";"Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124610";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None"
"CHEMBL305194";"";"0";"413.80";"0";"3.84";"26f";"Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"18.22";"0.35";"3.70";"6.28";"False";"CHEMBL674637";"Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134862";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None"
"CHEMBL335012";"";"0";"571.64";"2";"5.30";"22";"CO[C@H]1[C@@H](N(C)C(=O)c2cccnc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"8180.0";"nM";"5.09";"";"";"UO_0000065";"8.90";"0.16";"-0.21";"5.61";"False";"CHEMBL677890";"Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1994";"None"
"CHEMBL301483";"";"0";"504.47";"2";"5.67";"6d";"CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl";"IC50";"'='";"1260.0";"nM";"5.90";"";"";"UO_0000065";"11.69";"0.24";"0.23";"6.21";"False";"CHEMBL675521";"Inhibition of Epidermal growth factor receptor (EGFr) tyrosine kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130094";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None"
"CHEMBL76599";"";"0";"336.40";"0";"3.19";"4a";"CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1ccccc1";"IC50";"'='";"5530.0";"nM";"5.26";"";"";"UO_0000065";"15.63";"0.29";"2.07";"4.97";"False";"CHEMBL675380";"Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130094";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None"
"CHEMBL333454";"";"0";"354.43";"0";"3.39";"24";"COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O";"IC50";"'='";"1737.8";"nM";"5.76";"";"";"UO_0000065";"16.25";"0.31";"2.37";"5.98";"False";"CHEMBL676067";"Inhibitory activity against epidermal growth factor receptor (EGFR)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136802";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None"
"CHEMBL116595";"";"0";"340.40";"0";"3.09";"31";"COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O";"IC50";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"18.80";"0.36";"3.31";"6.64";"False";"CHEMBL676067";"Inhibitory activity against epidermal growth factor receptor (EGFR)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136802";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None"
"CHEMBL553";"ERLOTINIB";"4";"393.44";"0";"3.41";"2 (Tarceva)";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"IC50";"'='";"1450.0";"nM";"5.84";"";"";"UO_0000065";"14.84";"0.27";"2.43";"7.81";"False";"CHEMBL683041";"Inhibition of Epidermal Growth Factor Receptor (EGFR) autophosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None"
"CHEMBL304971";"";"0";"495.95";"0";"3.53";"26n";"Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"12.88";"0.25";"2.86";"6.01";"False";"CHEMBL674637";"Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134862";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None"
"CHEMBL266969";"";"0";"341.46";"0";"4.06";"19";"O=C1NC(=O)c2cc(NC3CCCCC3)c(NC3CCCCC3)cc21";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679549";"Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127678";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL90780";"";"0";"236.27";"0";"3.31";"7";"COc1ccc2ncc(-c3ccncc3)cc2c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL676155";"Inhibition of Epidermal growth factor receptor tyrosine kinase (Not determined)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127615";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL86664";"";"0";"240.69";"0";"3.95";"13";"Clc1ccc2cc(-c3ccncc3)cnc2c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL676154";"Inhibition of Epidermal growth factor receptor tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127615";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL418909";"";"0";"455.59";"1";"5.41";"37";"CC(=O)NCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"19.09";"0.36";"3.29";"10.63";"False";"CHEMBL674107";"Inhibitory activity against epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146693";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None"
"CHEMBL355891";"";"0";"381.44";"0";"2.11";"4n";"COC(=O)CN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)C1";"IC50";"'='";"830.0";"nM";"6.08";"";"";"UO_0000065";"15.94";"0.30";"3.97";"6.37";"False";"CHEMBL677878";"Concentration required for inhibition of epidermal growth factor receptor (EGF-R) by tyrosine kinase enzyme activity";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";"None"
"CHEMBL144402";"";"0";"574.64";"2";"1.65";"20";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCN1CCN(CCCNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL677831";"Inhibition of epidermal growth factor receptor (EGFR) phosphorylation of the exogenous substrate poly(Glu6, Ala3,Tyr) (polyGAT)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129590";"1";"Scientific Literature";"J. Med. Chem.";"1996";"None"
"CHEMBL257872";"";"0";"475.55";"0";"3.74";"12f";"Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2C)cn1";"IC50";"'='";"216.0";"nM";"6.67";"";"";"UO_0000065";"14.02";"0.26";"2.93";"5.49";"False";"CHEMBL947896";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143160";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL145266";"";"0";"580.51";"2";"2.46";"11";"COc1cc(/C=C(\C#N)C(=O)NCCCCNC(=O)/C(C#N)=C/c2cc(OC)c(O)c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1O";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"8.13";"0.15";"2.26";"1.88";"False";"CHEMBL679672";"Inhibitory activity of compound against Epidermal growth factor receptor autophosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129590";"1";"Scientific Literature";"J. Med. Chem.";"1996";"None"
"CHEMBL39337";"";"0";"340.18";"0";"4.01";"7c";"Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1";"IC50";"'='";"0.44";"nM";"9.36";"";"";"UO_0000065";"27.50";"0.61";"5.35";"14.07";"True";"CHEMBL679944";"Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132555";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None"
"CHEMBL438440";"";"0";"430.87";"1";"5.39";"8l";"Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cccnc3)cc2Cl)c1";"IC50";"'='";"74.0";"nM";"7.13";"";"";"UO_0000065";"16.55";"0.31";"1.74";"11.90";"False";"CHEMBL861550";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147004";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL272935";"";"0";"509.01";"1";"3.74";"16c";"CN1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"15.43";"0.30";"4.11";"7.53";"False";"CHEMBL947896";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143160";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL257859";"";"0";"495.97";"0";"3.83";"16a";"Clc1cc(Nc2ncnc3[nH]nc(OCCCN4CCOCC4)c23)ccc1OCc1ccccn1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"15.72";"0.30";"3.97";"7.07";"False";"CHEMBL947896";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143160";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL257873";"";"0";"479.52";"0";"3.57";"12g";"Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2F)cn1";"IC50";"'='";"1430.0";"nM";"5.84";"";"";"UO_0000065";"12.19";"0.23";"2.27";"4.82";"False";"CHEMBL947896";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143160";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL293991";"";"0";"459.45";"1";"5.43";"9";"NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21";"IC50";"'='";"530.0";"nM";"6.28";"";"";"UO_0000065";"13.66";"0.26";"0.85";"8.05";"False";"CHEMBL675386";"Inhibition of the epidermal growth factor receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";"None"
"CHEMBL431001";"";"0";"282.30";"0";"3.02";"18";"Cc1[nH]c2ncnc(Nc3cccc(C(=O)O)c3)c2c1C";"IC50";"'='";"16300.0";"nM";"4.79";"";"";"UO_0000065";"16.96";"0.31";"1.77";"5.27";"False";"CHEMBL677880";"In vitro inhibitory activity against epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129072";"1";"Scientific Literature";"J. Med. Chem.";"1996";"None"
"CHEMBL233001";"GW620972X";"0";"332.43";"0";"4.90";"5a";"N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL897075";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148840";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None"
"CHEMBL86943";"";"0";"310.35";"0";"3.30";"48";"CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL676159";"Concentration required to achieve 50% inhibition of tyrosine phosphorylation on human Epidermal growth factor receptor (EGF RTK).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131018";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL297968";"";"0";"304.35";"0";"3.81";"3c";"C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1";"IC50";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"28.90";"0.52";"4.99";"13.15";"False";"CHEMBL856168";"Inhibition of phosphorylation of glutamic acid/tyrosine random copolymer by isolated epidermal growth factor receptor (EGFR)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132213";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None"
"CHEMBL263528";"";"0";"366.43";"0";"1.51";"5b";"NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"18.47";"0.34";"5.26";"5.49";"False";"CHEMBL677878";"Concentration required for inhibition of epidermal growth factor receptor (EGF-R) by tyrosine kinase enzyme activity";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";"None"
"CHEMBL393787";"";"0";"486.56";"0";"2.78";"1u";"O[C@@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"13.77";"0.25";"3.92";"7.01";"False";"CHEMBL893470";"Inhibition of human EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147910";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None"
"CHEMBL21162";"";"0";"415.88";"1";"5.50";"19";"Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL675386";"Inhibition of the epidermal growth factor receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";"None"
"CHEMBL213818";"";"0";"546.62";"2";"5.49";"3";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2)o1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"13.94";"0.27";"2.13";"7.16";"False";"CHEMBL910357";"Inhibition of ErbB1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149340";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL166255";"";"0";"417.31";"0";"2.87";"5l";"CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1";"IC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"21.01";"0.46";"5.90";"10.17";"False";"CHEMBL674648";"Inhibit of phosphorylation of a tyrosine/glutamic acid copolymer by epidermal growth factor receptor prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131301";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL253292";"";"0";"489.41";"1";"5.89";"1";"CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"13.12";"0.27";"0.53";"7.02";"False";"CHEMBL929547";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141507";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL234580";"";"0";"484.54";"0";"2.98";"1v";"O=C1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"12.61";"0.23";"3.13";"6.61";"False";"CHEMBL893470";"Inhibition of human EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147910";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None"
"CHEMBL113023";"";"0";"441.32";"1";"5.36";"53";"COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"14.96";"0.30";"1.24";"9.56";"False";"CHEMBL680019";"Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131066";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL307248";"";"0";"269.26";"0";"1.92";"5";"N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1";"IC50";"'='";"640000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL674643";"Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124610";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None"
